YAC sent_gaze_sacc 0.5335892514395395 1.1102230246251565e-16 7 11324
YAG sent_gaze_sacc 0.5196211096075778 0.0 7 11324
YAK sent_gaze_sacc 0.4261434370771313 0.0003671085241204421 7 11324
YDG sent_gaze_sacc 0.6887686062246279 0.0 7 11324
YDR sent_gaze_sacc 0.6603518267929634 0.0 7 11324
YFR sent_gaze_sacc 0.6223255813953489 0.0007973421926910616 7 11324
YFS sent_gaze_sacc 0.6116373477672531 0.0 7 11324
YHS sent_gaze_sacc 0.5832205683355887 0.0 7 11324
YIS sent_gaze_sacc 0.8514208389715832 0.001179674950890557 7 11324
YLS sent_gaze_sacc 0.604040404040404 0.0006734006734006482 7 11324
YMD sent_gaze_sacc 0.5926928281461434 0.0 7 11324
YRK sent_gaze_sacc 0.46554803788903926 0.00026516803710778254 7 11324
YRP sent_gaze_sacc 0.4587280108254398 0.0 7 11324
YSD sent_gaze_sacc 0.8287415426251691 0.0006717008739372488 7 11324
YSL sent_gaze_sacc 0.507063599458728 0.0006075763009646862 7 11324
YTL sent_gaze_sacc 0.9066305818673882 1.1102230246251565e-16 7 11324
