YAC sent_gaze_sacc -1.2784226036251312 2.8927749195095203 -0.12399795908913802 2.1335050616085027 -0.2511087498553479 -0.7027907973380252 3.12700804448707
YAG sent_gaze_sacc -0.9718087959894888 4.395743498421552 -0.694696670523058 1.7333388877623293 -0.14793751534517696 -0.7928573884844354 4.168993768079872
YAK sent_gaze_sacc -1.4399188183272429 2.170579522687376 0.48169848673808247 1.7505121271022972 -0.0753453828501165 -0.24929125061191826 2.936390734957399
YDG sent_gaze_sacc -1.1702004771784686 2.674017363853409 0.2813898338655463 2.4790841956199756 -0.12880203860180472 -1.2064725820901003 3.171180282021851
YDR sent_gaze_sacc -1.288674631996912 2.666131647083944 0.2949677290323507 1.9957737884608377 -0.25094058251175966 -0.46843648615697475 3.0359054844493585
YFR sent_gaze_sacc -1.246004082800539 2.7569328993486124 0.12895162567622265 1.9948379034079835 -0.227138643084686 -0.5688895856568479 3.1073618355410417
YFS sent_gaze_sacc -1.207145484394232 2.723384288711941 0.41433143216613644 2.5573525136932176 -0.16364073528023937 -0.9805009443256267 2.553997254652245
YHS sent_gaze_sacc -1.2636905653013741 3.1747536534053324 -0.10839178052833631 1.7776847949164676 -0.2628967187673652 -0.3192219518383581 3.3179884822570784
YIS sent_gaze_sacc -1.1606454972384768 3.111227544000826 -0.25885652424130967 2.0812005411554537 -0.135604640538304 -0.6710084085776771 2.82993284710858
YLS sent_gaze_sacc -1.1600637409920864 2.597543625545086 0.5158051828362886 2.437290195704122 -0.08075472626364899 -1.1090618092067643 2.936349546131055
YMD sent_gaze_sacc -1.265216419257797 3.093862695427447 -0.44540431614620957 2.7281102425714607 -0.04679011738636518 -1.3923775654819792 2.8772114611014104
YRK sent_gaze_sacc -1.244296695015521 2.8998466801137965 -0.26930471543812473 -0.9449566873329331 0.08139108486102486 -2.1358454251108014 2.3312393269357017
YRP sent_gaze_sacc -1.2384105079648862 2.52775217447288 0.4357375982817757 2.5323244639321274 -0.04220692964435102 -1.248516742255788 3.1026121622255687
YSD sent_gaze_sacc -0.987253360835382 3.1658845465598233 0.2187410859511374 2.081086565972896 -0.18724048766495116 -0.6949059571934413 2.7975009327789166
YSL sent_gaze_sacc -1.4189995786716736 2.8034526814994933 -0.5211641996920662 2.6414919980985587 -0.13515709403236542 -1.3996430001670888 3.4911454592561313
YTL sent_gaze_sacc -0.9897205034917533 3.540297381342384 -0.43506635260837356 2.267981547235422 -0.15594382103944326 -0.9426660769713635 2.832289458960986
ZDN sent_gaze_sacc -1.3146072429462379 2.860595670188104 -0.17317651130497325 2.254784180424622 -0.16097207372644107 -0.9188903566875979 3.3151700647968028
ZPH sent_gaze_sacc -1.147899007091496 2.8749074867570243 0.09434633957835104 2.0835375099200064 -0.13692836779188156 -0.7486163536527783 3.016480612787859
ZJN sent_gaze_sacc -1.4018405211087668 1.8507161851334786 1.0352790088794563 2.027149709354717 -0.25480418570941765 -0.536074501856092 3.1323528365462607
ZAB sent_gaze_sacc -1.143941638251988 3.0960280766996675 0.05228740100824325 2.00783404984918 -0.2329729034137813 -0.4863652807100607 2.6946767974706063
ZJM sent_gaze_sacc -1.430496378565266 2.9711440581749002 -0.5076108972135671 2.1374590632646004 -0.25470170541569814 -0.579435026252213 2.9104003869186954
ZKB sent_gaze_sacc -1.5348183790849816 2.234310689236736 -0.28872582041014994 2.2176834401393535 -0.17143739618541076 -0.7417952239125043 3.0652047917307073
ZKH sent_gaze_sacc -1.3605789528570256 3.1169976045429166 -0.5210189347388905 1.7992552579812582 -0.22677717046747148 -0.28339440297907004 2.9734521319791156
ZMG sent_gaze_sacc -1.2368714208050733 2.7965943453123145 0.07734007932083387 1.872353687929376 -0.190044970940221 -0.6259438865373568 3.5202224802152386
ZGW sent_gaze_sacc -1.4105804477801485 2.0909099791219887 0.20125746160738345 2.0461167805359537 -0.18679490677817512 -1.0615055249546685 2.0276012326324917
ZKW sent_gaze_sacc -1.43145726312747 2.760444356833659 -0.5093109494890768 2.7281024684821205 -0.2163281453287027 -1.6268114973950105 2.968640974124469
ZDM sent_gaze_sacc -1.298875665782191 3.0077363339978547 -0.3561480057838935 2.063936448909658 -0.1839483808038267 -0.6293151996792403 3.0207150807547123
