YAC electrode_features_all 0.8243314057264456 0.029281143865098103 416 373 50
YAG electrode_features_all 0.8008856962007193 0.021822189315119644 416 645 50
YAK electrode_features_all 0.9371241161428924 0.01777679314596061 416 573 50
YDG electrode_features_all 0.7647296803430276 0.023987362780037793 416 512 50
YDR electrode_features_all 0.7549105073833116 0.02203510735464333 416 611 50
YFR electrode_features_all 0.8449480100998791 0.027378150633634003 416 339 50
YFS electrode_features_all 0.8212851781981595 0.0262977379703777 416 474 50
YHS electrode_features_all 0.7798430116268067 0.017552805074428177 416 714 50
YIS electrode_features_all 0.8835719958123753 0.020335061380677814 416 725 50
YLS electrode_features_all 0.7833583692863693 0.02410764343774484 416 449 50
YMD electrode_features_all 0.9254848610995391 0.019466226388095514 416 474 50
YRK electrode_features_all 0.7532195167059302 0.03967484896735374 416 172 50
YRP electrode_features_all 0.7400932832845569 0.027738631883759884 416 348 50
YSD electrode_features_all 0.878919273163123 0.016571550560448838 416 708 50
YSL electrode_features_all 0.8944482686550476 0.015914077006721847 416 609 50
YTL electrode_features_all 0.9300458361779307 0.016008795533249458 416 692 50
