ZDN sent_gaze_sacc 0.57991513437058 0.0 7 7681
ZPH sent_gaze_sacc 0.7747336377473364 0.0 7 7681
ZJN sent_gaze_sacc 0.7157001414427157 0.0 7 7681
ZAB sent_gaze_sacc 0.5671852899575672 0.0 7 7681
ZJM sent_gaze_sacc 0.6732673267326733 0.0 7 7681
ZKB sent_gaze_sacc 0.8557284299858557 0.0 7 7681
ZKH sent_gaze_sacc 0.5572842998585573 0.0 7 7681
ZMG sent_gaze_sacc 0.57991513437058 0.0 7 7681
ZGW sent_gaze_sacc 0.7806354009077155 0.0 7 7681
ZKW sent_gaze_sacc 0.5785007072135785 0.0 7 7681
ZDM sent_gaze_sacc 0.611032531824611 0.0 7 7681
