YAC sent_gaze_sacc 0.5335892514395394 0.0 7 11324
YAG sent_gaze_sacc 0.5196211096075778 0.0 7 11324
YAK sent_gaze_sacc 0.42625169147496617 0.0 7 11324
YDG sent_gaze_sacc 0.6887686062246279 0.0 7 11324
YDR sent_gaze_sacc 0.6603518267929634 0.0 7 11324
YFR sent_gaze_sacc 0.6212624584717608 0.0 7 11324
YFS sent_gaze_sacc 0.6116373477672531 0.0 7 11324
YHS sent_gaze_sacc 0.5832205683355887 0.0 7 11324
YIS sent_gaze_sacc 0.8525033829499323 0.0 7 11324
YLS sent_gaze_sacc 0.6043771043771043 0.0 7 11324
YMD sent_gaze_sacc 0.5926928281461434 0.0 7 11324
YRK sent_gaze_sacc 0.4654939106901218 0.0 7 11324
YRP sent_gaze_sacc 0.4587280108254398 0.0 7 11324
YSD sent_gaze_sacc 0.8294993234100135 0.0 7 11324
YSL sent_gaze_sacc 0.5074424898511503 0.0 7 11324
YTL sent_gaze_sacc 0.9066305818673883 0.0 7 11324
