YAC theta_mean 0.553076923076923 0.06992811186069853 1 520 50
YAC alpha_mean 0.5599999999999999 0.0747421603416999 1 520 50
YAC beta_mean 0.5596153846153846 0.06763655921180374 1 520 50
YAC gamma_mean 0.5896153846153847 0.061371166832179386 1 520 50
YAC eeg_means 0.6126923076923078 0.05983334844214234 4 520 50
YAC sent_gaze_eeg_means 0.6538461538461539 0.060447052482698896 11 520 50
YAC electrode_features_theta 0.6478947368421052 0.08353180428357695 104 373 50
YAC electrode_features_alpha 0.6521052631578947 0.08038859912827251 104 373 50
YAC electrode_features_beta 0.7115789473684211 0.07060482668519581 104 373 50
YAC electrode_features_gamma 0.9331578947368421 0.042174285531717114 104 373 50
YAC electrode_features_all 0.9221052631578947 0.04338834493794726 416 373 50
YAG theta_mean 0.5832432432432433 0.0567155577626648 1 739 50
YAG alpha_mean 0.6245945945945947 0.04352022778482047 1 739 50
YAG beta_mean 0.6118918918918919 0.06658968040836538 1 739 50
YAG gamma_mean 0.6054054054054053 0.06222088882822345 1 739 50
YAG eeg_means 0.5972972972972974 0.06614723378659686 4 739 50
YAG sent_gaze_eeg_means 0.671081081081081 0.06393534444115671 11 739 50
YAG electrode_features_theta 0.7292307692307692 0.05329387100211931 104 645 50
YAG electrode_features_alpha 0.6726153846153845 0.05902882657535982 104 645 50
YAG electrode_features_beta 0.7307692307692308 0.05384615384615385 104 645 50
YAG electrode_features_gamma 0.8538461538461539 0.043974172086019864 104 645 50
YAG electrode_features_all 0.8603076923076923 0.04509975793372371 416 645 50
YAK theta_mean 0.5889189189189189 0.054329702570935466 1 739 50
YAK alpha_mean 0.595135135135135 0.05636674234044848 1 739 50
YAK beta_mean 0.6156756756756756 0.054267147535871633 1 739 50
YAK gamma_mean 0.6054054054054053 0.053918749576378384 1 739 50
YAK eeg_means 0.6205405405405405 0.05700332541912418 4 739 50
YAK sent_gaze_eeg_means 0.6705405405405407 0.05764364976235885 11 739 50
YAK electrode_features_theta 0.7096551724137931 0.05423338827955172 104 573 50
YAK electrode_features_alpha 0.6872413793103448 0.05676683227145543 104 573 50
YAK electrode_features_beta 0.7313793103448277 0.05635478745382255 104 573 50
YAK electrode_features_gamma 0.9875862068965517 0.015046499468463051 104 573 50
YAK electrode_features_all 0.9737931034482759 0.022674872031411854 416 573 50
YDG theta_mean 0.5308108108108107 0.06091822345462633 1 739 50
YDG alpha_mean 0.5308108108108107 0.06091822345462633 1 739 50
YDG beta_mean 0.5583783783783783 0.06283071741116565 1 739 50
YDG gamma_mean 0.5445945945945946 0.05547128581560484 1 739 50
YDG eeg_means 0.6256756756756756 0.04955978600241148 4 739 50
YDG sent_gaze_eeg_means 0.7364864864864864 0.0434328612972654 11 739 50
YDG electrode_features_theta 0.6407692307692308 0.05951480348887601 104 512 50
YDG electrode_features_alpha 0.7196153846153845 0.06505459700679096 104 512 50
YDG electrode_features_beta 0.7476923076923078 0.054885572198009915 104 512 50
YDG electrode_features_gamma 0.8853846153846152 0.0431661164510714 104 512 50
YDG electrode_features_all 0.8446153846153847 0.035841531560682295 416 512 50
YDR theta_mean 0.557027027027027 0.06282199742221567 1 739 50
YDR alpha_mean 0.5675675675675675 0.06186769266086268 1 739 50
YDR beta_mean 0.6137837837837838 0.05989337982345299 1 739 50
YDR gamma_mean 0.5345945945945946 0.06050433280188547 1 739 50
YDR eeg_means 0.6021621621621621 0.0607453100691576 4 739 50
YDR sent_gaze_eeg_means 0.758918918918919 0.03758214766652691 11 739 50
YDR electrode_features_theta 0.5870967741935483 0.06443543340463928 104 611 50
YDR electrode_features_alpha 0.6412903225806451 0.056110490077829416 104 611 50
YDR electrode_features_beta 0.7170967741935483 0.054477940432403504 104 611 50
YDR electrode_features_gamma 0.7780645161290323 0.044530152068999726 104 611 50
YDR electrode_features_all 0.7990322580645162 0.04425472572753744 416 611 50
YFR theta_mean 0.5757377049180328 0.06644017784388376 1 602 50
YFR alpha_mean 0.5757377049180328 0.06644017784388376 1 602 50
YFR beta_mean 0.5754098360655738 0.06608407990408648 1 602 50
YFR gamma_mean 0.5757377049180328 0.06644017784388376 1 602 50
YFR eeg_means 0.580983606557377 0.06917644305773361 4 602 50
YFR sent_gaze_eeg_means 0.678032786885246 0.056099117565866455 11 602 50
YFR electrode_features_theta 0.6482352941176471 0.07934855872431645 104 339 50
YFR electrode_features_alpha 0.73 0.07100124273974527 104 339 50
YFR electrode_features_beta 0.7347058823529412 0.0728771065860868 104 339 50
YFR electrode_features_gamma 0.9258823529411764 0.0456555480280759 104 339 50
YFR electrode_features_all 0.8976470588235295 0.052692225121314586 416 339 50
YFS theta_mean 0.5278378378378378 0.0642658148615941 1 739 50
YFS alpha_mean 0.53 0.059169440121281246 1 739 50
YFS beta_mean 0.5308108108108107 0.06091822345462633 1 739 50
YFS gamma_mean 0.5308108108108107 0.06091822345462633 1 739 50
YFS eeg_means 0.5262162162162162 0.06247921495145084 4 739 50
YFS sent_gaze_eeg_means 0.737027027027027 0.05021575073243077 11 739 50
YFS electrode_features_theta 0.6470833333333332 0.06723843353651573 104 474 50
YFS electrode_features_alpha 0.66625 0.06903224890505082 104 474 50
YFS electrode_features_beta 0.80375 0.04842842656952629 104 474 50
YFS electrode_features_gamma 0.91375 0.037733071995561425 104 474 50
YFS electrode_features_all 0.9166666666666665 0.04506939094329986 416 474 50
YHS theta_mean 0.5308108108108107 0.06091822345462633 1 739 50
YHS alpha_mean 0.5308108108108107 0.06091822345462633 1 739 50
YHS beta_mean 0.5702702702702702 0.05012766754322002 1 739 50
