YAC sent_gaze -2.1516580090467468 0.8184834486128466 -1.2952046381117588 2.650679519351247
YAG sent_gaze -1.887403204691279 2.487012088535146 -2.062921245111073 3.2939555219506973
YAK sent_gaze -2.3005076638379784 0.22524715151582314 -0.6466939485823662 3.417474518944009
YDG sent_gaze -2.0728699112059012 0.6448764184542187 -1.0130888068868489 2.58239268887419
YDR sent_gaze -2.1951656358741216 0.6208415737138125 -1.0090407856923251 2.5890281741350374
YFR sent_gaze -2.1890128881477784 0.6529689707341845 -1.5075532831875649 2.9751394660325534
YFS sent_gaze -2.142445296510006 0.6405214381015765 -0.8464058990465435 2.283943296297207
YHS sent_gaze -2.151250256266296 1.1479012940040025 -1.4962189700500756 2.883090481754002
YIS sent_gaze -2.090042081020779 1.3044036078638555 -2.0462647560573135 3.1882169179439552
YLS sent_gaze -2.082523450709347 0.49545392929555876 -0.5758381536747106 2.6067904623095273
YMD sent_gaze -2.226525516549576 0.9699125081311979 -1.7085892195162433 2.504648893322494
YRK sent_gaze -2.2471306719597517 0.5786003737570524 -1.0472628022359673 -0.4502986581826042
YRP sent_gaze -2.2013051397471566 0.4071763355468158 -0.6693726052593547 3.0141372206628647
YSD sent_gaze -1.9519791533180564 1.143482508534239 -1.3600624208267698 2.9225112217777065
YSL sent_gaze -2.3914430550184576 0.4268083063436416 -1.3724962799146283 2.296459962124784
YTL sent_gaze -2.0220766711918556 1.4447151902891313 -2.0738442434393276 2.7650412958621926
