allSubjects fixation_number 0.14343698854337153 0.01210138047047525
allSubjects omission_rate 0.154860883797054 0.011742471059310096
allSubjects reading_speed 0.1071685761047463 0.011880131300689975
allSubjects sent_gaze 0.25855973813420624 0.019380418533162934
allSubjects mean_sacc_dur 0.07535256410256409 0.01387302266001108
allSubjects max_sacc_velocity 0.17714743589743592 0.019311289760883314
allSubjects mean_sacc_velocity 0.18416666666666665 0.015938352019225745
allSubjects max_sacc_dur 0.06275641025641025 0.011933928064692463
allSubjects max_sacc_amp 0.10826923076923077 0.010945219521542426
allSubjects mean_sacc_amp 0.1428205128205128 0.01076293314032181
allSubjects sent_saccade 0.37430441898527 0.01791751632938626
allSubjects sent_gaze_sacc 0.4498199672667758 0.01730643671471829
allSubjects theta_mean 0.1965957446808511 0.018031936712039526
allSubjects alpha_mean 0.25990180032733223 0.017118568726668257
allSubjects beta_mean 0.25921440261865797 0.016349876877636435
allSubjects gamma_mean 0.22412438625204584 0.0187336162965051
allSubjects eeg_means 0.7136170212765959 0.015889915437052083
allSubjects sent_gaze_eeg_means 0.8407528641571195 0.01336161231547355
allSubjects electrode_features_theta 0.9985171102661597 0.00138613886947211
allSubjects electrode_features_alpha 0.998745247148289 0.0015496337545486555
allSubjects electrode_features_beta 0.9995057034220534 0.0009164996800907837
allSubjects electrode_features_gamma 0.9999619771863117 0.00026615969581748503
allSubjects electrode_features_all 0.9995437262357416 0.0008965647241484001
